PeakID (cmd=annotatePeaks.pl /Volumes/Bioinfo_Ext/16185R/Analysis/Diffbind/practice.txt dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3R.9940326.9962169	chr3R	9940326	9962169	+	12456.7761839759	0.0479707261789099	intron (NM_001260083, intron 4 of 6)	intron (NM_001260083, intron 4 of 6)	22330	NM_001038952	41217	Dm.4030	NM_001038952		Glut4EF	BcDNA:GH25505|BcDNA:GM06804|BcDNA:RE66512|BcDNA:RH63124|CG11676|CG12802|CG12804|CG12805|CG32469|CG33975|CG34360|CG43757|D-Glut4EF|Dmel\CG34360|Dmel_CG12802|Dmel_CG33975|stretch	Glucose transporter 4 enhancer factor	protein-coding
2L.52924.76005	chr2L	52924	76005	+	12400.2377490294	0.137162236989426	intron (NM_001258877, intron 1 of 13)	BS2|LINE|Jockey	940	NM_001258877	33158	Dm.14310	NM_164353		Cda5	BcDNA:RH43162|CG2761|CG2776|CG31973|DmCDA5|Dmel\CG31973	Chitin deacetylase-like 5	protein-coding
X.2060108.2085684	chrX	2060108	2085684	+	12381.7953922102	0.221206267363436	promoter-TSS (NM_001201608)	promoter-TSS (NM_001201608)	-201	NM_001201608	31174	Dm.20997	NM_130620		CG4199	143005_at|Dmel\CG4199|EG:22E5.5	CG4199	protein-coding
2R.21604137.21620277	chr2R	21604137	21620277	+	12370.7800229454	0.063228531096107	intron (NM_137747, intron 1 of 2)	intron (NM_137747, intron 1 of 2)	864	NM_137747	37459		NM_137747		CG15673	Dmel\CG15673	uncharacterized protein	protein-coding
3R.22563412.22594117	chr3R	22563412	22594117	+	12353.9800626676	-0.0194149240424678	intron (NM_176539, intron 5 of 5)	intron (NM_176539, intron 5 of 5)	-2009	NM_079727	42661	Dm.2377	NM_079727		CSN6	CG6932|CH6|Csn6|Dch6|Dmel\CG6932|Q9VCY3	COP9 signalosome subunit 6	protein-coding
2R.19459599.19478801	chr2R	19459599	19478801	+	12332.050442792	0.275498469128867	exon (NM_001169740, exon 2 of 14)	exon (NM_001169740, exon 2 of 14)	1734	NM_001169738	2768852	Dm.2222	NM_206171		par-1	27C1|BcDNA:RH48823|CG11960|CG16701|CG30131|CG30132|CG8201|DPAR-1|DPar1|Dmel\CG8201|EMK|MARK|PAR-1|PAR1|PAR1/MARK2|Par-1|Par1|anon-WO0210402.19|dMARK|dPAR-1|dPAR1|dPar-1|dPar1|l(2)27C1|l(2)k06323|par1	par-1	protein-coding
3L.5558232.5584473	chr3L	5558232	5584473	+	12319.7792005163	0.0214165929662699	intron (NM_001300013, intron 3 of 5)	intron (NM_001300013, intron 3 of 5)	-3391	NR_002475	3772300		NR_002475		snmRNA:357	CR33659|Dm-357|Dmel\CR33659	small non-messenger RNA 357	ncRNA
2R.15656360.15680754	chr2R	15656360	15680754	+	12257.2868124981	0.183770196050285	intron (NM_079952, intron 2 of 9)	intron (NM_079952, intron 2 of 9)	-3463	NM_001259418	44095	Dm.7727	NM_079952		fus	CG8205|Dmel\CG8205|E(cact[E10])7|cg8205	fusilli	protein-coding
2R.17664720.17690334	chr2R	17664720	17690334	+	12243.723386811	0.235864456841638	intron (NM_137400, intron 3 of 6)	intron (NM_137400, intron 3 of 6)	1728	NM_001169707	37007	Dm.2981	NM_137400		Sema1b	BcDNA:GH03186|CG6446|D-semaIII|Dmel\CG6446|Sema 1b|Sema III|Sema-1b|sema-III|sema1b	Semaphorin 1b	protein-coding
2L.6464856.6483267	chr2L	6464856	6483267	+	12231.9262714018	0.2054806325157	promoter-TSS (NM_135188)	promoter-TSS (NM_135188)	-157	NM_135188	33903	Dm.3128	NM_135188		mmy	BcDNA:LD24639|CG9535|Dmel\CG9535|LD44264|anon-WO0140519.242|cao|cys|cyst|cystic|l(2)k13717b|mum	mummy	protein-coding
3R.4174095.4188045	chr3R	4174095	4188045	+	12156.8449385338	-0.0519399901261362	intron (NM_141178, intron 1 of 2)	DNAREP1_DM|RC|Helitron	6438	NM_141178	40522	Dm.31228	NM_141178		CG12581	Dmel\CG12581	uncharacterized protein	protein-coding
2L.19429771.19447112	chr2L	19429771	19447112	+	12133.7030753638	0.0826600098147771	5' UTR (NM_001273648, exon 1 of 6)	5' UTR (NM_001273648, exon 1 of 6)	525	NM_165298	35222	Dm.7106	NM_136123		CG10237	Dmel\CG10237	uncharacterized protein	protein-coding
2R.10095041.10113310	chr2R	10095041	10113310	+	12101.3885613525	0.313643353689628	promoter-TSS (NM_001273917)	promoter-TSS (NM_001273917)	60	NM_001273917	36059	Dm.4705	NM_057537		14-3-3zeta	14-3-3|14-3-3 zeta|14-3-3-Leo|14-3-3-zeta|14-3-3ZETA|14-3-3leo|2G1|4-3-3 zeta|5.11|549|BEST:GH05075|CG17870|D14-3-3|D14-3-3zeta|Dmel\CG17870|K|LEO|Leo|PAR-5|PAR5|Par-5|d14-3-3zeta|l(2)07103|l(2)46CFe|l(2)46Ee|leo|par-5	14-3-3zeta	protein-coding
2L.118091.136618	chr2L	118091	136618	+	12073.2478585243	0.0301606294796411	intron (NM_134650, intron 1 of 7)	intron (NM_134650, intron 1 of 7)	1891	NM_001038776	33171	Dm.239	NM_134650		CG3164	BEST:CK02656|CK02656|Dmel\CG3164	CG3164	protein-coding
3L.5759553.5782534	chr3L	5759553	5782534	+	12055.7280139046	0.070347255267213	promoter-TSS (NM_168135)	promoter-TSS (NM_168135)	-122	NM_139729	38648	Dm.6825	NM_139729		scny	2331|CG5505|Dmel\CG5505|Q9VRP5|Scny|USP36|Usp36|anon-WO0118547.247|dUSP36|dUsp36|et|l(3)02331|mule|usp36	scrawny	protein-coding
X.6692451.6711869	chrX	6692451	6711869	+	11964.6044211741	0.548920922903525	intron (NM_132116, intron 1 of 7)	intron (NM_132116, intron 1 of 7)	2652	NM_001272361	31611		NM_132116		CG14441	Dmel\CG14441	uncharacterized protein	protein-coding
3L.622688.643767	chr3L	622688	643767	+	11928.7804035264	0.0886120949434109	non-coding (NR_073904, exon 1 of 1)	non-coding (NR_073904, exon 1 of 1)	4757	NR_073904	12798545		NR_048209		CR43334	Dmel\CR43334|pri-bantam	ncRNA	ncRNA
2R.8059904.8074787	chr2R	8059904	8074787	+	11861.2975352701	0.381465628093294	promoter-TSS (NM_001169612)	promoter-TSS (NM_001169612)	310	NM_144144	50251	Dm.17826	NM_144144		CG17977	Dmel\CG17977	uncharacterized protein	protein-coding
X.12649298.12674767	chrX	12649298	12674767	+	11825.0435641105	0.567815874468299	intron (NM_078586, intron 2 of 3)	intron (NM_078586, intron 2 of 3)	1498	NM_167333	32222	Dm.4329	NM_078586		Tis11	CG4070|DTIS11|Dmel\CG4070|TIS11|TIS11cc1|TIScc1|Ts11|anon-EST:Liang-1.28|clone 1.28|dTIS11|dTTP|dTis11|l(1)G0124|tis-11	Tis11 zinc finger protein	protein-coding
3L.16997786.17017286	chr3L	16997786	17017286	+	11789.0625555103	0.111256165153831	intron (NM_001275048, intron 1 of 6)	intron (NM_001275048, intron 1 of 6)	5029	NM_001275048	39902	Dm.2243	NM_140686		CG3764	Dmel\CG3764	CG3764	protein-coding
2R.19440099.19458465	chr2R	19440099	19458465	+	11710.5565298373	0.101614695177187	intron (NM_079071, intron 1 of 1)	intron (NM_079071, intron 1 of 1)	317	NM_166356	37238	Dm.7174	NM_079071		betaTub56D	1t|A1ZBL0_DROME|B1t|BETA 56D|CG9277|DTB2|Dmbeta1|Dmel\CG9277|T|TBB1_DROME|Tub|Tub2D|Tubulin|beta|beta-Tub|beta-Tub56D|beta-tub|beta-tub56D|beta-tubulin56D|beta1|beta1-Tubulin|beta1-tub|beta1Tub|beta1t|beta1tub|beta56D|betaTub|betaTub1|beta[[1]] tubulin|beta[[1]]-tubulin|betatub(56D)|betatub56D|l(2)k00705	beta-Tubulin at 56D	protein-coding
2R.13952517.13970091	chr2R	13952517	13970091	+	11686.1651340747	0.297240734158005	promoter-TSS (NM_001144191)	promoter-TSS (NM_001144191)	123	NM_079011	36546	Dm.7400	NM_079011		Cp1	CATL_DROME|CG6692|CL|CP1|CT20780|CTSL|CatL|Cath L|CysP-1|DCP1|Dcp-1|Dcp1|Dmel\CG6692|cp1|fs(2)50Ca	Cysteine proteinase-1	protein-coding
X.2092257.2115060	chrX	2092257	2115060	+	11659.4314187687	0.281587268308477	exon (NM_057783, exon 1 of 8)	exon (NM_057783, exon 1 of 8)	1369	NM_057783	45278	Dm.5129	NM_057782		csw	19-106|CG3954|CSW|Csw|Csw/Shp2|Dmel\CG3954|E(sev)1A|EG:BACN25G24.2|SHP-2|Shp-2|Shp2/csw|anon-WO03040301.207|anon-WO03040301.209|anon-WO03040301.219|csw/SHP-2|l(1)2Db|l(1)2Dd|l(1)G0170|l(1)GA114|l(1)csw	corkscrew	protein-coding
3R.29767449.29779978	chr3R	29767449	29779978	+	11571.9708371124	0.533983899423563	TTS (NR_133481)	TTS (NR_133481)	821	NM_001300662	3772082	Dm.6968	NM_001032405		kay	AP-1|AP1|CG15507|CG15509|CG33956|D-Fos|D-fos|D-fos/kay|DFOS|DFos|DFra|DM3|DM30|Dfos|Dmel\CG33956|FOS|Fos|Fra|KAY|Kay|c-Fos|c-fos|d-fos|dAP-1|dFRA|dFos|dFra|dfos|dlhD|fbz|fos|fra	kayak	protein-coding
3R.28321775.28341400	chr3R	28321775	28341400	+	11544.8724144787	0.196892739629873	promoter-TSS (NM_001260417)	promoter-TSS (NM_001260417)	-369	NM_001260417	53567	Dm.20475	NM_080259		larp	0031/08|0225/29|BcDNA:LD02611|CG14065|CG14066|CG42551|Dmel\CG42551|Dmel_CG14065|Dmel_CG14066|Larp|dlarp|l(3)S003108|l(3)S022529|larp1	La related protein	protein-coding
2L.18132305.18159210	chr2L	18132305	18159210	+	11523.5527851301	0.188055031881272	TTS (NR_124351)	TTS (NR_124351)	659	NR_124351	19835651		NR_124351		CR44478	Dmel\CR44478	ncRNA	ncRNA
3L.9417627.9432231	chr3L	9417627	9432231	+	11514.5761070004	0.447395280574835	TTS (NM_079277)	TTS (NM_079277)	1676	NM_079277	39085	Dm.2900	NM_079277		aay	0423/14|24661601|CG3705|Dmel\CG3705|anon-WO0172774.117	astray	protein-coding
2R.10116524.10139054	chr2R	10116524	10139054	+	11443.4522192093	0.321106740065071	intron (NM_001347800, intron 1 of 11)	intron (NM_001347800, intron 1 of 11)	1877	NM_165748	36064	Dm.20476	NM_136712		gem	BcDNA:HL07889|CG11867|CG30011|CG3459|Dmel\CG30011|anon-AE003830.1|dCP2	gemini	protein-coding
3L.4402590.4421763	chr3L	4402590	4421763	+	11350.6024653037	-0.0958508651048594	intron (NM_001259695, intron 1 of 4)	intron (NM_001259695, intron 1 of 4)	-2181	NM_168083	38543	Dm.11370	NM_139643		DOR	CG11347|Dmel\CG11347|dDOR	Diabetes and obesity regulated	protein-coding
3L.10736183.10744654	chr3L	10736183	10744654	+	11332.8800175722	0.851153810631047	Intergenic	Intergenic	-31507	NM_001274759	12798172	Dm.33178	NM_001259780		CG43245	Dmel\CG43245	uncharacterized protein	protein-coding
3R.14050120.14068880	chr3R	14050120	14068880	+	11290.2164889726	0.0701351712683712	intron (NM_001275628, intron 1 of 9)	intron (NM_001275628, intron 1 of 9)	1581	NM_001275628	41709	Dm.3957	NM_142073		foxo	3143|Afx|CG3143|DFOXO|Dfoxo|DmQ95V5|Dmel\CG3143|FKHR|FOXO|FOXO1|FoxO|Foxo|Q95V55|anon-WO0118547.374|cg3143|dFOXO|dFoxO|dFoxo|dfoxO|dfoxo|fd88A|foxO|foxo|dFOXO	forkhead box, sub-group O	protein-coding
3L.8440416.8462030	chr3L	8440416	8462030	+	11281.643521331	0.26752932444577	intron (NM_145106, intron 1 of 14)	intron (NM_145106, intron 1 of 14)	575	NM_145106	46156	Dm.892	NM_079249		Gug	Atro|CG6964|Dmel\CG6964|GUG|atro|gug|l(3)01323|l(3)03928|l(3)S146907|l(3)j5A3|l(3)rO116	Grunge	protein-coding
3R.27735123.27751161	chr3R	27735123	27751161	+	11269.7212596988	0.160887875812958	promoter-TSS (NM_001300641)	promoter-TSS (NM_001300641)	-38	NM_001300641	43334	Dm.21688	NM_079811		Ets98B	CG5583|D-Ets-4|D-ets-4|D-ets4|Dmel\CG5583|ETS4|Ets|Ets4|ets98B	Ets at 98B	protein-coding
X.6734369.6757645	chrX	6734369	6757645	+	11256.1874004239	0.462658918756106	TTS (NR_123815)	TTS (NR_123815)	1128	NR_123814	19835682		NR_123814		CR44895	Dmel\CR44895	ncRNA	ncRNA
X.6337586.6360502	chrX	6337586	6360502	+	11118.8050265964	0.540480258715272	TTS (NM_132090)	TTS (NM_132090)	1357	NM_001316630	31578	Dm.5358	NM_132090		ND-B16.6	CG3446|Dmel\CG3446|NB6M	NADH dehydrogenase (ubiquinone) B16.6 subunit	protein-coding
2L.4451758.4478991	chr2L	4451758	4478991	+	11081.8145190092	0.0244496554949169	TTS (NM_134996)	TTS (NM_134996)	200	NM_134997	33658	Dm.297	NM_134997		FIG4	CG17840|Dmel\CG17840|dFIG4	FIG4 phosphoinositide 5-phosphatase	protein-coding
X.8074581.8094540	chrX	8074581	8094540	+	11026.7701125885	0.260442785714428	exon (NM_132209, exon 4 of 5)	CpG	304	NR_123835	19835485		NR_123835		CR45535	Dmel\CR45535	ncRNA	ncRNA
2L.11803527.11815230	chr2L	11803527	11815230	+	10980.2056456825	0.510962988098073	promoter-TSS (NM_001273464)	promoter-TSS (NM_001273464)	60	NM_001273464	34592	Dm.3562	NM_057895		crol	CG14938|Crol|Dmel\CG14938|ORE-15|anon-EST:Liang-1.74|anon-EST:Liang-2.48|clone 1.74|clone 2.48|crol alpha|crol beta|crol gamma|l(2)04418|l(2)s2346	crooked legs	protein-coding
2L.859951.876751	chr2L	859951	876751	+	10970.8295742996	0.332289959323014	promoter-TSS (NM_164395)	promoter-TSS (NM_164395)	3	NM_078725	33268	Dm.2888	NM_078725		aru	CG4276|Dmel\CG4276|EPS8L3	arouser	protein-coding
2L.6782339.6798425	chr2L	6782339	6798425	+	10969.6259324896	0.310998742959759	3' UTR (NM_001273235, exon 7 of 7)	3' UTR (NM_001273235, exon 7 of 7)	-3521	NM_001273234	33952	Dm.4821	NM_057819		nrv1	42kDa|CG9258|Dmel\CG9258|K-ATPase|NKA-alpha|Na|NaK ATPase|Na[+]/K[+] ATPase|Na[+]/K[+]-ATPase|Na[+]/K[+]ATPase|Nrv|Nrv1|nervana	nervana 1	protein-coding
3L.22867249.22887111	chr3L	22867249	22887111	+	10935.9122840767	-0.0618417212578923	exon (NM_168976, exon 4 of 6)	exon (NM_168976, exon 4 of 6)	1004	NM_141169	40508	Dm.6422	NM_141169		Chro	CG10712|CHRIZ|CHRIZ/CHRO|CHRO|Chiz|Chr|Chriz|Chro(Chriz)|Dmel\CG10712|anon-EST:fe2E3	Chromator	protein-coding
2R.14163090.14177501	chr2R	14163090	14177501	+	10930.1093213861	0.168356574771249	promoter-TSS (NM_137092)	promoter-TSS (NM_137092)	3	NR_124548	19835390		NR_124548		CR44368	Dmel\CR44368	ncRNA	ncRNA
2R.13216042.13237042	chr2R	13216042	13237042	+	10914.333065545	0.179991693466676	exon (NM_001274020, exon 6 of 9)	exon (NM_001274020, exon 6 of 9)	1220	NM_165974	36461	Dm.6412	NM_057691		Dp	49Fk|CG4654|DDP1|DP|DP1|DmDP|Dmel\CG4654|Dp1|TFPD2|dDP|dDP1|dDp|dp|l(2)49Fk|l(2)vr10|vr10	DP transcription factor	protein-coding
3R.4385104.4406640	chr3R	4385104	4406640	+	10875.4299715883	0.115337339844721	TTS (NM_141206)	TTS (NM_141206)	323	NR_133323	26067320		NR_133323		CR45999	Dmel\CR45999	ncRNA	ncRNA
3R.16589310.16612116	chr3R	16589310	16612116	+	10855.8242384313	-0.142434729110871	intron (NM_142306, intron 1 of 6)	intron (NM_142306, intron 1 of 6)	4148	NM_142306	42017	Dm.3146	NM_142306		CG10345	BcDNA|BcDNA:GH08773|Dmel\CG10345	uncharacterized protein	protein-coding
X.12748993.12763882	chrX	12748993	12763882	+	10841.3611326912	0.692149613025437	TTS (NM_001272564)	TTS (NM_001272564)	4180	NM_132598	32228	Dm.3315	NM_132598		ade5	AIRc-SAICARs|Ade5|CG3989|Dmel\CG3989	ade5	protein-coding
2R.11884791.11905158	chr2R	11884791	11905158	+	10789.3453224782	0.228668204134549	3' UTR (NM_165850, exon 2 of 2)	3' UTR (NM_165850, exon 2 of 2)	1432	NM_001299392	36271	Dm.29457	NM_058027		Ef1alpha48D	0248|1275|CG8280|Dm0084|DmEF1|Dmel\CG8280|EF|EF-1|EF-1[a]|EF-1a|EF-1alpha|EF-1alpha F1|EF-1alphaF|EF-1alphaF1|EF-1alphaF[[1]]|EF1-alpha|EF11_DROME|EF1A1|EF1alpha|EF1alpha 48D|EF1alpha48D|Ef1|Ef1a10|Ef1a48D|Ef1alpha 48D|Ef1alpha1|Ef1alpha48E|Efalpha48D|F1|F1 EF-1alpha|anon-EST:Liang-1.17|anon-EST:Liang-2.46|chr2R:7409490..7409690|chr2R:7410009..7410129|clone 1.17|clone 2.46|eEF1alpha|ef-1alpha|l(2)00248|l(2)01275|l(2)1275|l(2)248|l(2)k07303	Elongation factor 1alpha48D	protein-coding
2L.21307935.21323337	chr2L	21307935	21323337	+	10766.4321692894	0.0591958495378086	intron (NM_001347792, intron 1 of 2)	intron (NM_001347792, intron 1 of 2)	1276	NM_165374	47767	Dm.7906	NM_080158		crc	929|ATF-4|ATF4|ATF4/crc|Atf4|CG8669|DM6|Dmel\CG8669|Ire1|dATF-4|dATF4|l(2)crc	cryptocephal	protein-coding
2R.21539673.21561438	chr2R	21539673	21561438	+	10750.4849616864	0.28185329276759	intron (NM_057411, intron 1 of 4)	intron (NM_057411, intron 1 of 4)	3912	NM_057411	37455		NM_057410		Egfr	C-erb|CG10079|D-EGFR|D-Egf|DEGFR|DER|DER flb|DER/EGFR|DER/top|DER/torpedo|DER1|DEgfr|Degfr|Der|DmHD-33|Dmel\CG10079|EC2-4|EFG-R|EGF-R|EGFR|EGFr|EGfr|EK2-6|Egf|Egf-r|EgfR|El|Elp|Elp-1|Elp-B1|Elp-B1RB1|Flb|HD-33|TOP|Tor|Torpedo/DER|Torpedo/Egfr|c-erbB|d-egf-r|dEGFR|dEGFR1|dEGFr|dEgfr|degfr|der|egfr|flb|l(2)05351|l(2)09261|l(2)57DEFa|l(2)57EFa|l(2)57Ea|mor1|top|top/DER|top/flb|torpedo/Egfr|torpedo/egfr	Epidermal growth factor receptor	protein-coding
3R.14726965.14743937	chr3R	14726965	14743937	+	10742.9556671349	0.222969995267217	intron (NM_001275649, intron 2 of 4)	intron (NM_001275649, intron 2 of 4)	-3942	NM_169599	41784	Dm.1200	NM_142130		CG7530	Dmel\CG7530	CG7530	protein-coding
X.8883002.8908595	chrX	8883002	8908595	+	10729.8565597696	0.749554311500065	intron (NM_001272432, intron 1 of 8)	intron (NM_001272432, intron 1 of 8)	-1603	NM_206669	31816	Dm.6642	NM_080343		Moe	CG10701|D17|DMoe|Dmel\CG10701|Dmoe|EMR1|ERM|Emr1|Moes|anon-WO03040301.155|anon-WO03040301.157|anon-WO03040301.159|anon-WO03040301.161|dMoe|gma|l(1)G0067|l(1)G0323|l(1)G0404|l(1)G0415|moe|moesin|moesin/ezrin/radixin homolog mRNA	Moesin	protein-coding
2L.7997493.8013639	chr2L	7997493	8013639	+	10685.8994276097	0.266550650720425	intron (NM_135328, intron 1 of 1)	intron (NM_135328, intron 1 of 1)	-1280	NM_135327	34090	Dm.19795	NM_135327		Wwox	CG7221|DmWWOX|Dmel\CG7221|WWOX|anon-EST:Posey177	WW domain containing oxidoreductase	protein-coding
X.11133205.11157666	chrX	11133205	11157666	+	10673.0504468925	0.351850950442888	TTS (NM_132463)	TTS (NM_132463)	1161	NM_143712	44072	Dm.6755	NM_143712		Ran	AAF30287|CG1404|Dmel\CG1404|Q9VZ23|RanGTP|dran|l(1)G0075|ran|ran10A	Ran	protein-coding
3L.1791224.1813079	chr3L	1791224	1813079	+	10668.8965155711	0.368887548011146	promoter-TSS (NM_206238)	promoter-TSS (NM_206238)	705	NM_001274361	38235	Dm.24703	NM_058055		JTBR	BcDNA:RH07980|CG1935|Dmel\CG1935|anon-EST:fe2G4|dJTB-like|dJTBR	JTBR	protein-coding
3R.23170211.23197686	chr3R	23170211	23197686	+	10624.6495650666	0.158106643856323	exon (NM_001170226, exon 3 of 4)	exon (NM_001170226, exon 3 of 4)	1028	NM_142874	42742	Dm.5652	NM_142874		Irk1	CG13836|CG44159|CG6747|DIR|Dir|Dm_3R:100326|Dm_3R:100349|Dmel\CG44159|Dmel_CG13836|Dmel_CG6747|Ir|dKirI|ir|irk1	Inwardly rectifying potassium channel 1	protein-coding
2R.22315791.22332678	chr2R	22315791	22332678	+	10599.1907998522	0.168711743217281	promoter-TSS (NM_001299785)	promoter-TSS (NM_001299785)	-884	NM_001299785	37549	Dm.6554	NM_057701		Gp150	CG5820|CT18251|Dmel\CG5820|GP150|anon-EST:fe2A1|gp150|l(2)52A|p150	Gp150	protein-coding
3R.23212745.23229380	chr3R	23212745	23229380	+	10573.8741461494	0.266144550391136	intron (NM_001260331, intron 1 of 10)	intron (NM_001260331, intron 1 of 10)	899	NM_001260330	42743	Dm.3705	NM_170053		cnc	5134|BcDNA:RE05559|CG13826|CG17894|CG43286|CG4566|CG4578|CNC|CNC_DROME|Cnc|CncC|DM12|Dmel\CG43286|Dmel_CG13826|Dmel_CG17894|Nrf2|anon-WO0153538.6|anon-WO0153538.7|cnc-C|l(3)03921|l(3)j5E7	cap-n-collar	protein-coding
3L.13474058.13493151	chr3L	13474058	13493151	+	10559.7696274658	0.0740116678174114	TTS (NM_001104130)	TTS (NM_001104130)	2676	NM_140400	39520	Dm.13622	NM_140400		Abp1	CG10083|Dmel\CG10083|abp1	Actin binding protein 1	protein-coding
3R.18394796.18409234	chr3R	18394796	18409234	+	10488.1579425072	0.332325849749872	exon (NM_142466, exon 2 of 3)	exon (NM_142466, exon 2 of 3)	701	NM_142466	42218	Dm.12926	NM_142466		CG12333	Dmel\CG12333	uncharacterized protein	protein-coding
2R.10467067.10484004	chr2R	10467067	10484004	+	10468.4310123309	0.240069671920772	promoter-TSS (NM_001169641)	promoter-TSS (NM_001169641)	-54	NM_001169641	36109	Dm.6501	NM_078961		whd	BEST:GH27794|CG12891|CPT1|CPTI|Cpt1|Dmel\CG12891|dCPT1|gh27794	withered	protein-coding
3R.11556683.11571886	chr3R	11556683	11571886	+	10312.3852975646	0.356039124804669	promoter-TSS (NM_001032007)	promoter-TSS (NM_001032007)	-992	NM_001032007	3772221	Dm.21313	NM_001032004		sea	CG31305|CG6782|DmCIC|Dmel\CG6782|SLC25A1|Sea|anon-WO0140519.12|l(3)EP3364	scheggia	protein-coding
X.10757191.10773272	chrX	10757191	10773272	+	10253.8464142767	0.410054699112502	promoter-TSS (NM_001169245)	promoter-TSS (NM_001169245)	-818	NM_001298157	326232	Dm.17534	NM_167242		Tango5	CG1534|CG32675|Dmel\CG32675|TANGO5	Transport and Golgi organization 5	protein-coding
2R.10527846.10543802	chr2R	10527846	10543802	+	10221.2946117902	0.278180014427756	promoter-TSS (NM_001032229)	promoter-TSS (NM_001032229)	-792	NM_170620	44548	Dm.11710	NM_080027		lola	BEST:LD03274|BTB-IV|BcDNA:LD17006|BcDNA:RH31485|BtbIV|CG12052|CG18376|CG18378|CG18379|CG18380|CG18381|CG30012|CG30013|CG30014|Dmel\CG12052|LD03274|Lola|NEST:bs06a08|bs06a08.y1|btb|eyeful|fus7|l(2)00642|l(2)s3697|sw59	longitudinals lacking	protein-coding
2L.18687734.18710295	chr2L	18687734	18710295	+	10219.8126601772	0.161797476926077	TTS (NM_136053)	TTS (NM_136053)	300	NM_001103708	35125	Dm.23213	NM_136054		CG10341	Dmel\CG10341	uncharacterized protein	protein-coding
3R.24036421.24059052	chr3R	24036421	24059052	+	10215.9967341567	0.116577277460639	promoter-TSS (NM_170118)	promoter-TSS (NM_170118)	-15	NM_001275969	42848	Dm.6352	NM_170116		Rox8	CG5422|DmTIAR|Dmel\CG5422|ROX8|RRM12|Rbp12|Rox-8|TIAR|dTIAR|rox8|rrm12	Rox8	protein-coding
3R.5644839.5662168	chr3R	5644839	5662168	+	10188.4568859052	0.100441710757305	TTS (NM_169089)	TTS (NM_169089)	1358	NM_141311	40695	Dm.1073	NM_141311		elm	CG2185|Dmel\CG2185	ethanol sensitive with low memory	protein-coding
X.16085784.16107226	chrX	16085784	16107226	+	10129.3664184294	0.286585393140467	promoter-TSS (NM_001272667)	promoter-TSS (NM_001272667)	158	NM_167486	7354437	Dm.11619	NM_167486		CG42354	CG9216|Dmel\CG42354|Dmel_CG9216	uncharacterized protein	protein-coding
3R.27267503.27284895	chr3R	27267503	27284895	+	10094.1495671107	0.24061023799292	intron (NM_143296, intron 1 of 2)	intron (NM_143296, intron 1 of 2)	884	NM_170331	43290	Dm.7864	NM_143296		CG5938	BEST:LD40095|Dmel\CG5938	CG5938	protein-coding
3R.5586882.5603910	chr3R	5586882	5603910	+	10055.5967781152	0.0179000287008044	TTS (NM_169079)	TTS (NM_169079)	944	NR_003880	5740675	Dm.36184	NR_003880		snoRNA:Psi28S-3385b	CR34607|Dmel\CR34607|psi28s-3385b	ncRNA	ncRNA
3R.9585724.9612724	chr3R	9585724	9612724	+	10033.9683300633	0.195693029841028	intron (NM_001275499, intron 1 of 3)	intron (NM_001275499, intron 1 of 3)	7295	NM_001275498	41163	Dm.11523	NM_141661		CG8312	Dmel\CG8312	CG8312	protein-coding
3L.8688511.8704394	chr3L	8688511	8704394	+	10025.4523258785	0.00524066992374721	Intergenic	Intergenic	3749	NR_124833	19834941		NR_124833		CR44526	Dmel\CR44526|incRNA.476|lincRNA.476	ncRNA	ncRNA
2R.18794698.18808869	chr2R	18794698	18808869	+	9989.35927713225	0.530999962631974	intron (NM_001299662, intron 1 of 3)	intron (NM_001299662, intron 1 of 3)	622	NM_001299662	46085	Dm.10938	NM_143781		MFS14	8717|CG15095|Dmel\CG15095|l(2)08717|l208717|lethal (2) 08717|lethal(2)08717	Major Facilitator Superfamily Transporter 14	protein-coding
X.5890796.5909599	chrX	5890796	5909599	+	9938.71491599684	0.517763402238778	promoter-TSS (NM_001014726)	promoter-TSS (NM_001014726)	-208	NR_123807	19835358		NR_123807		CR45668	Dmel\CR45668|lincRNA.953	ncRNA	ncRNA
3L.12788464.12808551	chr3L	12788464	12808551	+	9904.01838510555	0.302683878898024	intron (NM_140344, intron 1 of 11)	intron (NM_140344, intron 1 of 11)	6609	NM_001169962	39454	Dm.11426	NM_140344		Atg1	ATG1|CG10967|DK-4|DmATG1|Dmel\CG10967|ULK1|UNC 51-like|Unc-51|Unc51|anon-WO0118547.287|atg1|dATG1|dAtg1|l(3)00305|unc-51|unc51	Autophagy-related 1	protein-coding
2R.6149892.6160167	chr2R	6149892	6160167	+	9888.48059955065	0.470726910878534	intron (NM_165461, intron 1 of 6)	intron (NM_165461, intron 1 of 6)	2100	NM_165462	35540	Dm.4159	NM_165461		EcR	CG1765|CG8347|DEcR|Dhr23|DmEcR|Dmel\CG1765|ECR|ECR-C|EcR-A|EcR-B|EcR-B1|EcR1b|EcRA|EcRB|EcRB-1|EcRB1|EcRC|EcdR|Ecr|Ecr1B|NR1H1|anon-WO0229075.1|dECR|dmEcR|ecr|lie|ms(2)06410|ms(2)42A|snt	Ecdysone receptor	protein-coding
